H0,F0,C,g,e,rh,rf,th,tf,dh,df,Modeled_RDI,Final_Lymphoma_Burden,Final_Reserve_Index
0.5881898013391498,0.5155178729716843,0.48452463903826437,0.17858098730345395,0.706701007241554,0.19869161885772677,0.15175727375045273,0.09145538259497668,0.15023308836647647,0.06528944587823142,0.04515486236559571,0.5581666666666713,0.14244419501783237,0.417208032177775
0.7419151380586007,0.8927240001109742,0.39622577333804637,0.25191001259827317,0.703723365141223,0.1222012499635602,0.13787375225956286,0.14606484299097433,0.23518020084545954,0.11075905768755115,0.06471347837869218,0.6746249999999983,0.12606091865600322,0.3652611270556441
0.5286770449742697,0.7187878171759187,0.4770681760576667,0.2651145270709529,0.6519432068405848,0.17290637076270057,0.1709495247272799,0.09507187180002637,0.09717453616751502,0.0732422303213549,0.0935111912381045,0.7499999999999896,0.1181989530593378,0.4268076615376734
0.7149854447528615,0.46487385953904875,0.40715972190321725,0.18776042344063779,0.4858684234546159,0.26472199187429024,0.16831308413443827,0.1903590607457739,0.10009530533757448,0.09564634021864032,0.12364027349416297,0.5836111111111162,0.26126848424309407,0.385160941584849
0.8612022818329781,0.5708949839162641,0.22354688959454488,0.16392173856767395,0.7293528830159993,0.16380328690290968,0.12892552289729411,0.2059685559726532,0.20334172724309574,0.1139110209865177,0.09412012655550953,0.6486111111111118,0.0900405413276265,0.3663198453851877
0.8438661699445238,0.6256531892311809,0.3913725736751421,0.16448388666572256,0.49962637633876095,0.17009526957826956,0.22575518171864584,0.24461297186920702,0.09838174518618335,0.11340049412378031,0.11689191608850938,0.662277777777777,0.19236299510985266,0.39171363561119255
0.6998084126459974,0.7704068619923498,0.5559974904603705,0.2637403340753304,0.532141156205108,0.13567835920970878,0.10927396532467634,0.13987258412237752,0.11679751577308226,0.05760120129683974,0.07453274160880273,0.6674999999999985,0.23447933617867017,0.37696977967508427
0.5039149799987447,0.7238278893497859,0.3765637855356694,0.1892951648438719,0.4977850564779968,0.10859580714433187,0.11365404394492003,0.2262878833323477,0.15439904877522637,0.080176148130035,0.07534257883264925,0.5831666666666717,0.2538863767462007,0.29694269879769386
0.824223208800857,0.48122070869438993,0.5300003356455829,0.20368676165774538,0.6471595849357267,0.11362819689908156,0.14719554038793337,0.2266019169498004,0.19419518044595258,0.0655173619183329,0.11381807014916687,0.5876111111111161,0.1699010729705641,0.29756167572091585
0.46574430306154146,0.7274751638079214,0.37357699505170117,0.1714720538436016,0.751709690265338,0.2509424534333383,0.223123525118747,0.11749544036447052,0.1979379237067589,0.11609738498775843,0.12330843592511151,0.7129444444444416,0.06472920185580959,0.41999994139154445
